age,gender,income_annual,occupation,education,category,state,is_farmer,has_disability,land_holding_acres,has_bpl_card,family_size
0.9672131147540984,0,0.5005749835240146,0,0,1,0,0,0,0.028000000000000004,0,0.625
0.3278688524590164,1,0.48054080423435397,1,1,2,4,1,0,0.6920000000000001,0,0.875
0.5245901639344263,1,0.3013109624347535,4,2,1,8,0,0,0.046000000000000006,0,0.875
0.18032786885245905,0,0.584730912867564,1,4,0,6,1,0,0.7110000000000001,0,0.875
0.9344262295081968,1,0.2245808292757889,4,3,0,7,0,0,0.07700000000000001,0,0.875
0.34426229508196726,1,0.06330388111300307,1,1,3,4,1,0,0.262,1,0.0
0.9836065573770493,1,0.7470041553517816,2,3,1,6,0,0,0.046000000000000006,0,0.0
0.7049180327868853,1,0.659709795759664,3,0,0,3,0,0,0.023000000000000003,0,0.75
0.39344262295081966,0,0.6662475904838421,3,1,2,1,0,0,0.085,0,1.0
0.7868852459016394,1,0.19335019951670443,1,3,1,11,1,0,0.46799999999999997,0,0.875
0.42622950819672134,0,0.5983861269625502,2,0,0,1,0,0,0.098,0,0.5
0.9508196721311476,0,0.49967563709721496,1,4,3,4,1,0,0.781,0,0.875
0.6721311475409837,1,0.2501472267229652,2,0,1,5,0,0,0.019000000000000003,0,1.0
0.4426229508196722,0,0.3896160553964395,1,0,1,1,1,0,0.517,0,0.75
0.9672131147540984,1,0.706275726000497,4,1,1,5,0,0,0.002,0,0.25
0.24590163934426235,0,0.37807100505057273,1,0,2,5,1,0,0.55,1,1.0
0.2295081967213115,1,0.17511677580180549,1,3,0,4,1,1,0.329,0,0.5
1.0,0,0.09765643935135669,1,4,0,3,1,0,0.909,0,0.875
1.0,1,0.10880235315230204,3,4,0,9,0,0,0.013000000000000001,0,0.0
0.7540983606557378,1,0.36689311907161043,1,3,2,2,1,0,0.8109999999999999,0,0.0
1.0,0,0.1178793576273756,3,2,1,0,0,0,0.084,0,0.25
0.8196721311475411,0,0.9587507335552132,0,4,1,1,0,0,0.056999999999999995,0,0.125
0.7049180327868853,1,0.8583178715192868,2,1,0,10,0,0,0.03,0,0.5
0.8852459016393442,1,0.7460501468141787,2,2,1,7,0,0,0.012,0,1.0
0.836065573770492,0,0.5764222720254787,1,4,2,1,1,0,0.877,0,1.0
0.9180327868852459,0,0.11336715508465924,2,4,1,9,0,0,0.073,0,0.875
0.032786885245901676,0,0.2685920793570085,1,4,2,11,1,1,0.188,0,0.5
0.5901639344262296,0,0.12160153796489866,2,0,1,7,0,0,0.048,0,0.25
0.8196721311475411,0,0.948940431706912,1,1,2,7,1,0,0.7080000000000001,0,0.625
0.09836065573770492,0,0.98813213379222,3,3,0,9,0,0,0.021,0,0.875
0.3278688524590164,1,0.7181353413236274,3,4,1,2,0,0,0.082,0,0.625
0.1311475409836066,1,0.07168368583519064,0,1,3,4,1,0,0.266,1,0.75
0.6229508196721312,0,0.7337717990950842,1,0,3,0,1,0,0.274,0,0.75
0.278688524590164,0,0.513812496583618,2,3,0,7,0,0,0.1,0,0.75
0.04918032786885246,1,0.990766228716585,1,3,1,9,1,0,0.068,0,1.0
0.39344262295081966,1,0.26461824703767456,2,1,0,1,1,0,0.79,0,1.0
0.9672131147540984,0,0.15274140799283822,0,0,2,11,0,0,0.023000000000000003,0,0.0
0.21311475409836067,0,0.04616060553242442,3,0,1,9,0,0,0.025,1,0.25
0.8032786885245903,1,0.1262550369072384,3,3,1,10,0,0,0.099,0,0.5
0.9344262295081968,1,0.910182932426286,4,4,0,3,0,0,0.034,0,0.375
0.1311475409836066,1,0.201000832307989,3,3,3,11,0,0,0.071,0,0.0
0.4098360655737705,1,0.16395848567388585,3,4,1,5,0,0,0.096,0,0.0
0.8524590163934428,1,0.8573576748181968,2,1,0,4,0,0,0.082,0,0.375
0.016393442622950838,1,0.5308701692359578,2,4,1,8,0,0,0.06,0,0.5
0.3114754098360656,0,0.8382785354267202,1,4,0,6,1,0,0.6000000000000001,0,0.375
0.4426229508196722,1,0.04029010110427776,0,2,1,7,0,0,0.017,1,0.125
0.7540983606557378,0,0.10955834045831601,3,3,3,0,0,0,0.049,0,0.5
0.9672131147540984,0,0.8551412809292146,1,0,2,4,1,0,0.44900000000000007,0,0.25
0.09836065573770492,1,0.5301863771706272,2,4,1,2,0,1,0.09000000000000001,1,0.75
0.7049180327868853,0,0.029943491753756473,3,2,2,4,0,0,0.017,1,0.375
0.9836065573770493,1,0.6285915843039295,1,3,1,1,1,0,0.18200000000000002,0,0.125
0.11475409836065575,0,0.9563456006798728,2,3,0,4,0,0,0.059,0,0.875
0.7540983606557378,1,0.3267762865449729,0,0,3,4,0,0,0.048,0,0.125
0.5573770491803279,0,0.17263738496461917,0,1,1,3,0,0,0.012,0,0.75
0.21311475409836067,0,0.26441713172434206,4,1,1,6,1,0,0.673,0,0.875
0.2622950819672132,1,0.02161009825772257,0,1,3,8,1,0,0.658,1,0.25
0.5737704918032788,1,0.4611935110917673,1,0,0,11,1,0,0.414,0,0.625
0.8032786885245903,0,0.24175298295264094,3,1,2,7,0,0,0.05600000000000001,0,0.375
0.639344262295082,0,0.552360629666262,0,0,3,6,0,0,0.064,0,0.125
0.04918032786885246,1,0.8005575535301925,3,4,1,1,0,0,0.022000000000000002,0,0.875
0.016393442622950838,0,0.9883353118267149,2,1,0,1,0,0,0.074,1,0.125
1.0,1,0.3523003982083204,2,4,1,2,0,0,0.005000000000000001,0,1.0
0.08196721311475413,0,0.7975274161426494,3,3,0,5,0,0,0.022000000000000002,0,1.0
0.8688524590163934,1,0.8628455444707211,0,4,1,3,0,0,0.001,1,0.875
0.6721311475409837,0,0.9748337704583263,3,4,2,7,0,0,0.03900000000000001,0,0.25
0.04918032786885246,1,0.6275478473957629,3,4,1,11,0,0,0.085,0,0.875
0.8688524590163934,1,0.6120485605816048,4,1,1,1,0,1,0.098,0,0.5
0.459016393442623,1,0.8808510374971765,3,4,1,7,0,0,0.067,0,0.5
0.278688524590164,1,0.508648474153588,1,0,1,6,1,0,0.20400000000000001,0,0.125
0.4098360655737705,0,0.9450099165319881,3,0,2,7,0,0,0.026000000000000002,0,0.25
0.7049180327868853,1,0.6452924061951767,0,0,1,1,0,0,0.052000000000000005,1,0.875
0.5409836065573771,0,0.7698642626339092,2,3,2,4,0,0,0.074,0,0.0
0.14754098360655743,1,0.9120342246695262,2,0,1,5,0,0,0.05,0,0.375
1.0,1,0.15812201614491853,2,3,1,1,0,0,0.009,0,0.625
0.5737704918032788,1,0.10372702773225466,1,1,0,4,1,0,0.164,0,1.0
0.21311475409836067,1,0.3769468220170731,0,0,1,2,0,0,0.022000000000000002,0,0.875
0.4918032786885246,1,0.8014651508416417,0,2,1,1,0,0,0.010000000000000002,0,0.5
0.7704918032786886,1,0.5406093072041568,1,4,0,5,1,0,0.7330000000000001,0,0.75
0.2295081967213115,1,0.8972073849543055,1,3,3,6,1,0,0.663,0,0.875
0.11475409836065575,1,0.7700323744086436,4,3,1,2,0,0,0.063,0,1.0
0.21311475409836067,0,0.3236419817387295,0,4,3,3,0,0,0.064,0,0.25
0.3606557377049181,0,0.7559130480521208,0,0,0,9,0,0,0.026000000000000002,0,0.875
0.9672131147540984,1,0.5286104582025654,0,1,1,3,0,1,0.096,0,0.25
0.9180327868852459,1,0.29315599431926587,3,0,0,11,0,0,0.082,0,0.0
1.0,0,0.2710652820307077,2,3,0,7,0,0,0.011000000000000001,0,0.375
0.639344262295082,0,0.016061378330907917,3,0,2,4,0,0,0.07500000000000001,1,0.75
0.3278688524590164,0,0.73958970413359,1,2,0,2,1,0,0.5710000000000001,0,1.0
0.24590163934426235,1,0.4716267547311088,2,4,1,7,0,0,0.07500000000000001,0,0.75
0.7213114754098361,0,0.7907482830424724,3,3,0,5,0,0,0.08000000000000002,0,0.5
0.278688524590164,0,0.2531381724084229,2,0,1,3,0,0,0.015,0,0.0
0.7540983606557378,0,0.7389564487367379,3,4,2,2,0,0,0.066,0,0.0
0.8524590163934428,0,0.06637630428437498,3,4,1,11,0,0,0.08600000000000001,1,1.0
0.37704918032786894,1,0.8993670540113222,1,4,2,9,1,0,0.836,0,0.375
0.4098360655737705,1,0.5476287473197516,1,3,1,4,1,0,0.252,0,0.25
0.39344262295081966,0,0.04137921787801685,1,0,3,5,1,0,0.44400000000000006,1,0.5
0.9672131147540984,0,0.610338564737988,1,3,2,11,1,0,0.551,1,0.75
0.9672131147540984,1,0.048830798077131324,4,2,1,4,0,0,0.0,1,0.75
0.9672131147540984,1,0.8717719703009407,1,3,1,6,1,0,0.925,1,0.5
0.7213114754098361,1,0.9207739742345499,1,0,3,4,1,1,0.328,0,0.875
0.6557377049180328,1,0.14696682009874246,2,3,1,7,0,0,0.011000000000000001,0,0.5
0.459016393442623,0,0.3929844790546136,2,3,2,11,1,0,0.9210000000000002,0,0.375
0.2295081967213115,0,0.015121808841441719,1,3,1,7,1,1,0.256,0,0.625
0.7213114754098361,1,0.8397698828271243,2,0,0,3,0,0,0.09000000000000001,0,0.25
0.0,1,0.2722760993530275,2,4,2,3,0,0,0.025,0,0.375
0.39344262295081966,1,0.6269269683258851,1,0,1,10,1,0,0.977,0,0.875
0.09836065573770492,1,0.9389290145452782,1,3,1,10,1,0,0.559,0,0.25
0.1311475409836066,0,0.3397229559206801,4,4,1,3,0,0,0.09100000000000001,0,0.25
0.37704918032786894,0,0.6161770969881176,0,0,0,2,0,0,0.08800000000000001,0,0.625
0.0,0,0.6883176755607765,2,3,2,1,0,0,0.07900000000000001,0,0.875
0.7049180327868853,1,0.07417957844167604,1,4,3,6,1,0,0.827,1,0.125
0.11475409836065575,0,0.2865748824506777,3,4,2,4,0,1,0.008,0,0.0
0.37704918032786894,0,0.8680559781269047,2,3,1,11,0,0,0.049,1,0.0
0.1639344262295082,0,0.4246389980125681,1,3,1,8,1,0,0.8490000000000001,0,0.75
0.8196721311475411,1,0.8207124020078527,3,4,2,6,0,1,0.1,0,0.125
0.2622950819672132,1,0.7836618044891,2,3,1,10,0,0,0.036,0,1.0
0.11475409836065575,1,0.8341757830347372,1,0,1,9,1,0,0.4690000000000001,0,0.375
0.5573770491803279,1,0.37199732258793117,2,2,3,8,0,0,0.07700000000000001,0,0.75
0.5573770491803279,1,0.13939766479337207,0,4,1,1,0,0,0.041,1,0.5
0.5245901639344263,1,0.5105719616375117,1,4,1,4,1,0,0.167,0,0.5
0.9508196721311476,1,0.5604743433585019,0,1,0,8,1,0,0.294,0,0.75
0.0655737704918033,0,0.1261879984694609,1,0,0,11,1,0,0.23399999999999999,1,1.0
0.6721311475409837,1,0.20230034664029134,0,3,0,5,0,0,0.083,0,0.375
0.6229508196721312,1,0.8174863061098832,1,4,3,5,1,0,0.6960000000000001,0,1.0
0.9344262295081968,0,0.505945278070283,1,2,1,7,1,0,0.47800000000000004,0,1.0
0.6557377049180328,0,0.849657536719015,2,4,1,2,0,0,0.016,0,0.875
0.4426229508196722,0,0.4050782132296747,3,0,2,3,0,0,0.004,0,0.0
0.09836065573770492,2,0.34982719553462116,0,4,1,8,0,0,0.026000000000000002,0,1.0
0.1311475409836066,0,0.3676026951514707,3,1,1,10,1,0,0.123,0,0.25
0.11475409836065575,0,0.8679961592131955,1,0,0,2,1,0,0.534,0,0.875
0.18032786885245905,1,0.9918883490289223,3,1,2,5,0,0,0.05500000000000001,0,0.5
0.5409836065573771,1,0.7901758779199106,3,0,0,1,0,0,0.045000000000000005,0,0.625
0.5245901639344263,1,0.7718063146082943,1,1,0,8,1,0,0.361,0,0.25
0.7704918032786886,1,0.3973564165582878,2,0,0,1,0,0,0.062,0,0.75
0.8852459016393442,1,0.5226440372403678,2,3,0,1,0,0,0.05,0,0.125
0.3606557377049181,0,0.5515767956245559,0,4,0,8,0,0,0.033,0,0.25
1.0,0,0.21670020307489843,4,4,1,10,1,0,0.518,0,0.125
0.37704918032786894,0,0.2231204226928206,1,4,0,8,1,0,0.459,0,1.0
0.5901639344262296,1,0.33897625085989685,2,3,1,0,0,1,0.064,0,0.25
0.5573770491803279,0,0.10623632802629555,3,4,0,7,0,0,0.096,1,0.875
0.7049180327868853,0,0.8144530746405966,2,3,0,10,0,0,0.073,1,0.625
0.639344262295082,1,0.9931703302313444,3,4,1,0,0,0,0.042,0,0.0
0.34426229508196726,0,0.0002000839527513086,4,3,3,4,0,0,0.07500000000000001,0,0.625
0.42622950819672134,1,0.2290198052172406,2,4,2,0,0,0,0.08100000000000002,0,0.875
0.5573770491803279,1,0.6816097063407016,4,3,3,5,0,1,0.033,0,0.25
0.0,0,0.8316829845099953,0,2,1,11,1,0,0.9960000000000001,0,0.75
0.5573770491803279,1,0.21163415990008178,0,4,1,7,0,0,0.043000000000000003,0,0.625
0.5901639344262296,1,0.11335168467594132,0,3,1,8,1,0,0.196,0,0.0
0.7540983606557378,0,0.4025245644306425,3,4,1,0,0,0,0.03,0,0.125
0.21311475409836067,0,0.37306065534714045,1,0,0,2,1,0,0.361,0,0.5
0.032786885245901676,1,0.34118748794597314,3,1,1,3,0,0,0.056999999999999995,0,0.75
0.0,1,0.23734597918920616,1,4,1,0,1,0,0.521,0,0.375
0.0655737704918033,1,0.9388258784871589,3,4,1,8,0,0,0.042,0,0.625
0.4098360655737705,0,0.2761323565661055,3,3,1,2,0,0,0.034999999999999996,0,0.125
0.8852459016393442,1,0.22295849908157342,3,0,0,6,0,0,0.015,0,0.5
0.21311475409836067,1,0.36810806183625494,4,3,1,2,1,0,0.795,0,0.25
0.6229508196721312,0,0.40071968341355596,0,3,0,2,0,0,0.032,0,0.0
0.42622950819672134,0,0.18873486091586883,1,0,3,10,1,0,0.618,1,0.625
0.1311475409836066,1,0.6950741187281673,3,4,0,3,0,0,0.036,0,1.0
0.2295081967213115,0,0.465744905336569,3,0,0,0,0,0,0.001,0,0.875
0.2295081967213115,0,0.007615566531524055,3,4,2,0,0,0,0.057999999999999996,1,0.375
0.4098360655737705,1,0.5303534575847804,2,0,1,9,0,0,0.014000000000000002,0,0.875
0.6721311475409837,1,0.6715034040055982,3,0,0,2,1,0,0.6200000000000001,0,0.5
0.9672131147540984,0,0.972166671995363,2,1,1,3,0,0,0.012,0,0.25
0.1967213114754099,1,0.10174062725287826,0,0,0,7,0,0,0.052000000000000005,0,0.375
0.8196721311475411,0,0.3050207664453023,0,4,0,11,1,0,0.8890000000000001,0,0.75
0.5081967213114754,1,0.6836301417192574,1,1,0,10,1,0,0.167,0,0.5
0.6229508196721312,1,0.9171301773011974,2,4,1,10,1,0,0.5,1,0.375
0.7868852459016394,1,0.7968054637358148,3,1,2,10,0,0,0.017,0,0.25
0.836065573770492,1,0.9450026970079197,1,0,1,0,1,0,0.577,1,0.25
0.9836065573770493,1,0.38490995706445896,1,4,1,7,1,0,0.669,0,0.625
0.5081967213114754,1,0.8632910922417962,3,2,0,9,0,0,0.08600000000000001,0,0.875
0.04918032786885246,0,0.8210094338552361,3,3,1,1,0,0,0.07900000000000001,1,0.375
0.47540983606557385,2,0.40587132951661153,1,4,2,8,1,0,0.8640000000000001,0,0.0
0.5901639344262296,0,0.3101796320724262,2,3,0,6,0,0,0.053000000000000005,0,0.375
0.3606557377049181,0,0.0072370571982264716,2,4,2,6,0,0,0.057999999999999996,1,0.5
0.6229508196721312,1,0.7254992558733406,1,0,1,8,1,0,0.31200000000000006,0,0.875
0.7213114754098361,0,0.3095762861324287,1,0,2,10,1,0,0.655,0,0.75
0.2295081967213115,1,0.6465919205274789,0,0,1,4,0,0,0.05600000000000001,0,0.125
0.6885245901639345,0,0.9360009818552733,1,0,1,8,1,0,0.414,0,1.0
0.459016393442623,2,0.5320448889379358,4,1,2,1,0,0,0.05500000000000001,0,0.25
0.5737704918032788,0,0.899939459133884,2,3,2,1,0,0,0.008,0,1.0
0.1967213114754099,2,0.5977116171424505,1,4,0,2,1,0,0.6150000000000001,0,0.0
0.5081967213114754,0,0.637786163885259,1,4,3,3,1,0,0.633,0,1.0
0.09836065573770492,1,0.04933513340133437,1,3,0,2,1,0,0.557,1,0.75
0.9508196721311476,1,0.5455845906478285,1,4,0,2,1,0,0.649,0,0.125
0.8196721311475411,0,0.28867885803631005,1,4,1,2,1,0,0.209,0,0.75
0.34426229508196726,1,0.35915482063092447,2,3,2,4,0,0,0.020000000000000004,0,0.0
0.4426229508196722,0,0.44851808954891376,1,0,3,4,1,0,0.369,0,0.25
0.016393442622950838,2,0.004704035610818145,3,4,1,9,0,0,0.004,1,0.75
0.6721311475409837,1,0.7034415471233806,2,1,0,6,0,0,0.046000000000000006,0,0.25
0.7213114754098361,0,0.37287088500020105,1,1,1,0,1,0,0.5,0,0.125
1.0,0,0.4484696156015977,1,0,0,4,1,0,0.6400000000000001,0,0.5
0.9180327868852459,0,0.5834912174489708,1,2,1,5,1,0,0.8460000000000001,0,0.25
0.8524590163934428,0,0.2560631110166843,1,4,1,1,1,0,0.509,1,1.0
0.08196721311475413,0,0.43676676708680856,2,3,0,7,0,0,0.072,0,0.75
0.4426229508196722,0,0.8359909776576356,1,2,1,0,1,0,0.514,0,0.0
0.4426229508196722,0,0.42621491698062997,2,4,1,1,0,0,0.034999999999999996,0,0.0
0.7049180327868853,1,0.2880528221635263,3,0,2,2,0,0,0.09300000000000001,0,0.625
0.7049180327868853,1,0.014876345023117948,3,0,1,4,0,0,0.073,1,0.375
0.3114754098360656,0,0.3922676834506849,3,3,0,0,0,0,0.059,0,0.0
0.47540983606557385,1,0.5866286163369578,2,4,0,10,0,0,0.05600000000000001,0,1.0
1.0,0,0.22597935422388568,1,3,0,3,1,0,0.24900000000000003,0,0.125
0.1639344262295082,0,0.5685220499735455,1,3,0,9,1,0,0.18300000000000002,0,0.0
0.9344262295081968,1,0.7873716084996487,2,0,1,5,1,0,0.385,0,0.25
0.8852459016393442,0,0.3092967874149256,1,0,3,5,1,0,0.096,0,0.0
0.4426229508196722,0,0.11981728415943595,3,0,1,6,0,0,0.097,0,0.375
0.39344262295081966,1,0.1137332880909825,2,4,1,2,0,1,0.024,0,0.375
0.6229508196721312,1,0.9253686856237616,3,1,1,7,0,0,0.045000000000000005,0,0.625
1.0,1,0.8311538965318437,2,1,1,7,0,1,0.002,0,0.25
0.5245901639344263,1,0.9896162616685558,3,3,3,5,0,0,0.05500000000000001,0,1.0
0.0,0,0.1278526144475053,2,4,3,11,0,0,0.038000000000000006,0,0.625
0.9180327868852459,1,0.23412504009414256,2,4,1,11,0,0,0.025,0,0.75
0.42622950819672134,0,0.7102103666177457,3,1,0,8,0,0,0.099,0,0.625
1.0,1,0.04361005081513583,2,2,2,5,0,0,0.043000000000000003,1,1.0
0.9180327868852459,1,0.764392894750684,0,3,0,0,0,0,0.041,0,0.125
0.836065573770492,0,0.0325146736826689,3,0,2,4,0,0,0.046000000000000006,1,0.875
0.1967213114754099,0,0.346200931731149,3,4,2,10,0,0,0.012,0,0.5
0.6557377049180328,1,0.49066360833875655,2,1,0,6,0,0,0.03900000000000001,0,0.125
0.032786885245901676,1,0.770780110830008,2,0,3,2,0,0,0.034,0,0.75
0.6229508196721312,1,0.13322394035435486,1,0,3,7,1,0,0.555,0,0.5
0.08196721311475413,1,0.2146622345664624,0,4,3,8,0,0,0.08600000000000001,0,0.875
0.11475409836065575,0,0.4911039993069256,1,4,1,0,1,0,0.9380000000000002,0,0.625
0.42622950819672134,1,0.8417779418787057,2,1,0,1,0,0,0.061,0,0.75
0.1311475409836066,1,0.8355939038338766,2,4,1,11,0,0,0.004,0,0.0
1.0,1,0.2259277861948261,4,2,1,4,1,0,0.09000000000000001,1,0.125
0.5901639344262296,0,0.4956770521239323,1,1,0,7,1,0,0.859,0,1.0
0.5245901639344263,2,0.5615026098579506,2,3,1,3,1,0,0.8140000000000001,0,0.75
0.8196721311475411,1,0.7644248669287009,3,2,1,8,1,0,0.907,0,0.75
0.6721311475409837,0,0.4575961253845685,1,3,0,3,1,0,0.5519999999999999,0,0.375
0.7049180327868853,1,0.6897533294897962,1,4,1,3,1,0,0.798,1,0.375
0.37704918032786894,1,0.7477312645615222,2,4,0,0,0,0,0.063,0,0.25
0.2295081967213115,0,0.7236861239716045,3,4,2,3,0,0,0.024,0,0.375
0.9508196721311476,0,0.9835302028789399,1,4,1,7,1,0,0.163,0,0.625
0.8688524590163934,0,0.07592464054505343,2,3,0,7,0,0,0.004,1,0.25
0.5081967213114754,0,0.8501773424519359,2,1,3,2,0,0,0.009,0,0.875
0.5081967213114754,1,0.6123806586887487,2,0,0,7,0,0,0.068,0,0.0
0.37704918032786894,0,0.9684032372345922,0,0,1,7,0,0,0.085,0,0.625
0.6557377049180328,1,0.5010452839490384,3,4,2,10,0,0,0.016,0,0.125
0.836065573770492,0,0.31949900628407996,4,4,2,4,0,0,0.04000000000000001,0,0.0
0.7868852459016394,1,0.4409499656041246,0,3,0,2,1,0,0.8,0,0.375
1.0,0,0.7910618166591549,1,1,3,7,1,0,0.08800000000000001,0,0.625
0.7868852459016394,1,0.7420917849035625,1,0,3,9,1,0,0.071,0,0.75
0.9344262295081968,1,0.05339456864890732,3,4,1,7,0,0,0.095,1,0.0
0.836065573770492,0,0.07043058272904197,3,3,1,2,1,0,0.9970000000000001,1,0.25
0.18032786885245905,1,0.3772046621623712,2,1,0,2,0,0,0.096,0,0.625
1.0,0,0.18313972976290052,2,1,1,3,1,0,0.34500000000000003,0,0.625
0.6229508196721312,1,0.6654451919516745,2,3,1,10,0,0,0.059,0,0.625
0.016393442622950838,1,0.44057661307373297,3,0,2,5,0,0,0.073,0,0.75
0.032786885245901676,1,0.4992692810282252,1,2,1,9,1,0,0.747,1,0.75
0.7868852459016394,1,0.8946001054050513,0,0,1,6,0,0,0.002,0,0.875
0.5901639344262296,0,0.056819717139047,1,2,0,8,1,0,0.19,0,0.125
0.7868852459016394,1,0.5384145718873795,4,2,0,0,0,0,0.09300000000000001,0,0.0
0.9016393442622951,0,0.25286486185440693,1,4,0,0,1,0,0.485,0,0.75
0.2622950819672132,0,0.6770933783556605,4,3,0,1,0,0,0.054000000000000006,0,0.0
0.9508196721311476,1,0.3610030187924211,1,0,1,6,1,0,0.801,0,0.125
0.7868852459016394,0,0.07483758649247674,1,3,2,6,1,0,0.606,1,0.0
0.016393442622950838,0,0.7628437911577332,1,3,1,6,1,0,0.515,0,0.0
0.016393442622950838,0,0.41671814874901114,2,3,1,6,0,0,0.022000000000000002,0,0.25
0.4426229508196722,1,0.26910054012353635,0,4,1,10,0,0,0.003,0,0.375
0.8688524590163934,1,0.6481616513320537,3,3,1,7,0,1,0.028999999999999998,0,0.5
0.3606557377049181,0,0.2908983460070359,4,3,1,5,0,0,0.004,0,0.5
0.5901639344262296,0,0.38502959489187727,2,4,1,10,0,0,0.014000000000000002,0,0.125
0.5081967213114754,0,0.6902143476695891,2,0,2,8,0,0,0.064,1,0.25
0.5245901639344263,1,0.7586884393761093,0,4,0,9,1,0,0.633,0,0.875
0.0,0,0.0011138694276876977,1,0,0,1,1,0,0.555,1,0.125
0.29508196721311475,1,0.3778224471505054,3,3,1,10,0,0,0.06,0,0.375
1.0,1,0.7181652507804821,0,3,3,8,0,0,0.016,0,0.75
0.016393442622950838,1,0.5552804114716174,0,4,1,9,0,1,0.032,0,1.0
0.8524590163934428,0,0.502137494804521,4,4,2,8,0,0,0.071,1,0.25
0.7049180327868853,1,0.7446010851976035,0,4,1,3,0,0,0.036,0,0.25
0.4098360655737705,1,0.5037103196908393,1,0,1,5,1,0,0.771,0,0.75
0.5081967213114754,0,0.8577774385747421,0,0,2,8,0,0,0.019000000000000003,0,0.875
0.08196721311475413,1,0.9120610400446372,3,2,2,4,0,0,0.059,0,0.375
0.5081967213114754,1,0.05361424845270128,4,3,0,8,0,0,0.08100000000000002,1,0.0
0.8852459016393442,1,0.8432094703654006,3,3,1,10,0,0,0.047,0,0.5
0.04918032786885246,0,0.2892687962887521,2,4,0,3,0,0,0.012,0,0.375
0.8852459016393442,0,0.778803064791103,3,1,1,8,0,0,0.084,1,0.875
0.1639344262295082,1,0.5795514200288161,1,3,2,10,1,0,0.36800000000000005,0,0.75
0.9016393442622951,0,0.20789341507209724,1,3,1,9,1,0,0.422,0,0.125
0.9508196721311476,0,0.8094736657546,0,3,1,7,0,0,0.026000000000000002,1,0.625
0.2622950819672132,1,0.2715995268117653,0,1,2,4,0,0,0.094,0,0.375
0.6065573770491803,0,0.6648748495502751,1,1,1,9,1,0,0.481,0,0.75
0.37704918032786894,0,0.14445030028063321,2,4,1,8,0,0,0.056999999999999995,0,1.0
0.0655737704918033,0,0.08123924161993742,2,4,2,6,0,0,0.067,1,0.75
0.836065573770492,1,0.9128985048365653,3,0,1,1,0,0,0.053000000000000005,0,0.125
0.5409836065573771,0,0.3540382407876294,1,4,1,11,1,1,0.313,0,0.875
0.08196721311475413,0,0.9838313601686479,0,1,0,6,0,0,0.071,0,0.625
0.34426229508196726,1,0.5730662246942789,2,3,0,7,0,0,0.049,0,1.0
0.1639344262295082,1,0.7489369250809359,3,1,1,4,0,0,0.063,0,0.75
0.7704918032786886,1,0.06306254273700408,2,0,1,9,0,1,0.005000000000000001,0,0.5
0.24590163934426235,1,0.7025617965476235,1,0,3,4,1,0,0.5950000000000001,0,0.875
0.5245901639344263,0,0.28140054641483586,3,3,3,5,0,0,0.059,0,0.75
